City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
367,Iqaluit,CA,63.75,-68.51,42.8,93,90,8.05,light rain
368,Nhulunbuy,AU,-12.23,136.77,84.2,48,0,18.34,clear sky
369,Huron,US,41.15,-82.55,73.0,85,0,5.99,clear sky
370,San Matias,BO,-16.37,-58.4,86.23,28,21,3.87,few clouds
371,Maneadero,MX,31.72,-116.57,75.0,83,100,4.0,light rain
372,Rio Gallegos,AR,-51.62,-69.22,33.8,80,73,18.34,broken clouds
373,Douglas,US,41.3,-96.17,81.0,50,1,4.81,haze
374,Marshalltown,US,42.05,-92.91,77.0,57,1,4.7,clear sky
375,Inverness,GB,57.48,-4.22,57.99,93,100,3.47,overcast clouds
376,Resistencia,AR,-27.46,-58.98,57.99,76,0,10.29,clear sky
377,Steamboat Springs,US,40.48,-106.83,84.0,8,1,13.87,clear sky
378,Ayan,RU,56.45,138.17,56.89,90,100,12.3,light rain
379,Taoudenni,ML,22.68,-3.98,102.72,9,0,10.47,clear sky
380,Alofi,NU,-19.06,-169.92,77.0,57,0,13.87,clear sky
381,Dingle,PH,11.0,122.67,82.6,79,96,4.45,light rain
382,Ulaangom,MN,49.98,92.07,57.72,87,100,10.25,moderate rain
383,Bethel,US,41.37,-73.41,70.0,68,1,5.82,clear sky
384,Vao,NC,-22.67,167.48,69.87,77,13,18.07,few clouds
385,Teguldet,RU,57.31,88.17,60.57,89,100,2.66,overcast clouds
386,Vestmanna,FO,62.16,-7.17,53.6,100,81,1.12,fog
387,Ortona,IT,42.35,14.4,71.6,88,0,4.7,clear sky
388,Breytovo,RU,58.3,37.86,54.77,88,97,4.83,overcast clouds
389,Killybegs,IE,54.63,-8.45,61.45,89,15,4.81,few clouds
390,Solvychegodsk,RU,61.33,46.92,42.73,91,0,0.51,clear sky
391,Lumeje,AO,-11.55,20.78,59.56,32,72,4.76,broken clouds
392,Bambanglipuro,ID,-7.95,110.28,79.65,80,35,7.0,scattered clouds
393,Chokwe,MZ,-24.53,32.98,68.18,38,0,8.7,clear sky
394,Mudgee,AU,-32.59,149.59,53.6,71,75,18.34,broken clouds
395,Ciro Marina,IT,39.37,17.13,78.8,64,74,7.63,broken clouds
396,Pergamino,AR,-33.89,-60.57,48.0,41,0,8.59,clear sky
397,Axim,GH,4.87,-2.24,74.66,88,26,8.86,scattered clouds
398,Lasa,IT,46.62,10.7,57.2,100,5,4.7,clear sky
399,Burgeo,CA,47.62,-57.62,56.95,62,0,2.55,clear sky
400,Pacific Grove,US,36.62,-121.92,88.0,25,1,4.7,clear sky
401,Methoni,GR,36.82,21.7,80.01,77,0,10.56,clear sky
402,Lata,PT,40.16,-8.33,62.6,93,20,1.12,few clouds
403,Saint-Augustin,CA,51.23,-58.65,61.56,63,98,11.9,overcast clouds
404,Jining,CN,35.41,116.58,83.68,85,64,1.16,light rain
405,Vanimo,PG,-2.67,141.3,86.05,62,50,3.13,scattered clouds
406,Bestobe,KZ,52.5,73.1,62.49,55,12,7.27,few clouds
407,Baghdad,IQ,33.34,44.4,89.6,31,0,13.87,clear sky
408,Urubicha,BO,-15.38,-62.95,83.75,46,78,3.67,broken clouds
409,Ha Tinh,VN,18.33,105.9,81.81,70,100,3.38,overcast clouds
410,Bansi,IN,27.18,82.93,80.26,89,28,6.53,scattered clouds
411,Angoram,PG,-4.06,144.07,89.01,56,43,2.08,scattered clouds
412,Griffith,US,41.53,-87.42,79.0,61,75,4.7,broken clouds
413,Bud,US,39.45,-86.18,80.6,65,75,2.84,broken clouds
414,Flinders,AU,-34.58,150.86,61.0,63,98,14.0,overcast clouds
415,Green Bay,US,44.52,-88.02,73.99,60,1,9.17,clear sky
416,Trzebnica,PL,51.31,17.06,61.0,87,0,1.12,clear sky
417,Mweka,CD,-4.85,21.57,74.32,66,90,2.15,overcast clouds
418,Yumen,CN,40.28,97.2,69.26,27,85,8.39,overcast clouds
419,Baffa,PK,34.44,73.22,74.84,73,3,2.06,clear sky
420,Leningradskiy,RU,69.38,178.42,49.39,68,2,12.3,clear sky
421,Orocue,CO,4.79,-71.34,77.88,81,99,2.77,overcast clouds
422,Cochrane,CA,51.18,-114.47,77.0,38,1,16.11,clear sky
423,Wewak,PG,-3.55,143.63,83.53,66,3,5.46,clear sky
424,Boa Vista,BR,2.82,-60.67,86.0,66,40,4.7,thunderstorm
425,Patnos,TR,39.23,42.86,58.41,61,0,2.51,clear sky
426,Raymond,US,43.9,-70.47,66.99,91,0,1.41,clear sky
427,Sarkand,KZ,45.41,79.92,67.75,27,0,3.2,clear sky
428,Ilo,PE,-17.64,-71.34,58.78,78,100,7.94,overcast clouds
429,Ankara,TR,39.92,32.85,66.2,48,0,11.41,clear sky
430,North Bend,US,43.41,-124.22,82.0,56,1,6.93,clear sky
431,Krasnouralsk,RU,58.36,60.04,48.97,81,100,8.41,overcast clouds
432,Antalaha,MG,-14.9,50.28,66.2,85,85,7.87,overcast clouds
433,Agirish,RU,61.92,63.02,45.88,83,74,5.14,broken clouds
434,Praia,CV,14.92,-23.51,78.8,83,20,6.93,few clouds
435,Bandarawela,LK,6.83,80.99,75.2,100,40,5.82,scattered clouds
436,Eureka,US,40.8,-124.16,82.99,44,1,8.05,haze
437,Kirakira,SB,-10.45,161.92,83.01,74,43,4.88,light rain
438,Dong Hoi,VN,17.48,106.6,82.24,71,100,9.71,overcast clouds
439,Sakaiminato,JP,35.55,133.23,87.8,58,20,14.99,few clouds
440,Bilibino,RU,68.05,166.44,56.62,58,73,4.56,light rain
441,Popondetta,PG,-8.75,148.25,88.83,50,7,3.67,clear sky
442,Cartagena,CO,10.4,-75.51,84.2,79,40,3.36,scattered clouds
443,Nanakuli,US,21.39,-158.15,91.4,46,75,9.17,broken clouds
444,Louny,CZ,50.36,13.8,66.0,94,0,3.0,clear sky
445,Champerico,GT,14.3,-91.92,80.6,83,90,6.93,thunderstorm
446,Devils Lake,US,48.11,-98.87,73.4,53,1,8.05,clear sky
447,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,55.11,64,0,2.53,clear sky
448,Fort Nelson,CA,58.81,-122.7,66.2,55,75,5.82,broken clouds
449,Faya,SA,18.39,42.45,69.8,72,100,4.7,overcast clouds
450,Rabo De Peixe,PT,37.8,-25.58,73.4,83,40,10.29,scattered clouds
451,Uruacu,BR,-14.52,-49.14,73.9,32,0,0.56,clear sky
452,Malaya Purga,RU,56.56,53.0,52.0,93,100,4.0,overcast clouds
453,Cockburn Town,TC,21.46,-71.14,82.96,81,97,18.03,overcast clouds
454,Wolfsburg,DE,52.43,10.8,64.99,94,0,3.04,clear sky
455,Remedios,CU,22.49,-79.55,82.4,83,75,6.93,broken clouds
456,Grevena,GR,40.08,21.43,62.6,93,0,1.21,clear sky
457,Hovd,MN,48.01,91.64,53.42,72,100,7.83,light rain
458,Ishigaki,JP,24.34,124.16,87.8,79,20,9.17,few clouds
459,Mandalgovi,MN,45.76,106.27,63.61,67,100,20.62,light rain
460,Chanute,US,37.68,-95.46,84.2,70,75,10.29,broken clouds
461,Coos Bay,US,43.37,-124.22,82.0,56,1,4.7,clear sky
462,Tuatapere,NZ,-46.13,167.68,48.99,71,52,4.0,broken clouds
463,Biak,ID,-0.91,122.88,81.28,67,7,7.65,clear sky
464,Flin Flon,CA,54.77,-101.86,59.54,58,69,12.75,broken clouds
465,Westport,US,41.14,-73.36,73.4,64,90,14.99,overcast clouds
466,Cururupu,BR,-1.83,-44.87,75.99,86,43,4.88,scattered clouds
467,Odweyne,SO,9.41,45.06,72.41,58,100,12.77,overcast clouds
468,Tashtagol,RU,52.77,87.89,57.24,92,100,0.94,overcast clouds
469,Faro,PT,37.02,-7.93,68.0,68,0,8.05,clear sky
470,Klyuchi,RU,52.27,79.17,58.01,76,2,4.21,clear sky
471,Novoanninskiy,RU,50.53,42.67,51.01,75,84,7.49,broken clouds
472,Sosva,RU,59.18,61.86,47.32,83,100,7.58,overcast clouds
473,Virginia Beach,US,36.85,-75.98,77.0,88,90,11.41,moderate rain
474,Cangucu,BR,-31.39,-52.68,48.0,92,0,6.55,clear sky
475,Sambava,MG,-14.27,50.17,67.51,81,35,11.45,scattered clouds
476,Kastamonu,TR,41.5,33.67,49.41,92,15,2.1,few clouds
477,Kaeo,NZ,-35.1,173.78,57.99,3,100,5.01,overcast clouds
478,Anyang,CN,36.1,114.33,74.62,89,95,6.85,overcast clouds
479,Boulder City,US,35.98,-114.83,109.4,6,1,8.05,clear sky
480,Adrar,MR,20.5,-10.07,100.83,17,82,10.56,broken clouds
481,Cairns,AU,-16.92,145.77,82.0,39,0,9.17,clear sky
482,Shibetsu,JP,43.66,145.13,66.2,93,75,2.24,broken clouds
483,Sechura,PE,-5.56,-80.82,63.48,78,26,14.9,scattered clouds
484,Saint-Georges,GD,12.06,-61.75,80.6,88,40,5.82,scattered clouds
485,Kitovo,RU,56.87,41.28,47.8,95,0,2.48,clear sky
486,Muros,ES,42.78,-9.06,64.99,83,6,5.99,light rain
487,Lorengau,PG,-2.02,147.27,85.62,64,3,5.82,clear sky
488,Araouane,ML,18.9,-3.53,99.93,23,0,13.31,clear sky
489,Petropavlovka,RU,50.61,105.32,63.93,66,100,1.45,overcast clouds
490,Beringovskiy,RU,63.05,179.32,59.52,65,100,12.88,overcast clouds
491,Novobessergenevka,RU,47.18,38.85,50.0,70,7,4.0,clear sky
492,Mulege,MX,26.88,-111.98,91.45,49,0,1.72,clear sky
493,Kruisfontein,ZA,-34.0,24.73,46.0,72,9,1.99,clear sky
494,Tilichiki,RU,60.47,166.1,54.41,73,100,6.67,overcast clouds
495,Rafaela,AR,-31.25,-61.49,51.01,28,0,7.02,clear sky
496,Governador Valadares,BR,-18.85,-41.95,71.85,67,0,4.68,clear sky
497,Puerto Leguizamo,CO,-0.19,-74.78,74.5,96,100,1.81,overcast clouds
498,Ungheni,MD,47.2,27.8,66.2,77,20,3.36,few clouds
499,Tateyama,JP,34.98,139.87,96.01,79,20,9.17,few clouds
500,Punta Alta,AR,-38.88,-62.07,43.36,57,0,14.07,clear sky
501,Harper,LR,4.38,-7.72,74.44,84,43,11.01,scattered clouds
502,Sassandra,CI,4.95,-6.08,72.88,90,7,7.65,clear sky
503,Abu Samrah,SY,35.3,37.18,67.8,67,0,7.72,clear sky
504,Amapa,BR,1.0,-52.0,74.62,79,0,2.91,clear sky
505,Sovetskiy,RU,61.36,63.58,46.33,86,28,4.97,scattered clouds
506,Toamasina,MG,-18.17,49.38,60.8,93,40,6.73,scattered clouds
507,Rathdrum,US,47.81,-116.89,89.01,20,1,4.7,clear sky
508,Cam Ranh,VN,11.92,109.16,84.2,79,20,1.54,few clouds
509,Ojinaga,MX,29.57,-104.42,102.2,14,1,13.87,clear sky
510,Sri Aman,MY,1.24,111.46,77.0,94,40,3.42,scattered clouds
511,Helong,CN,42.54,129.0,81.46,53,34,1.54,scattered clouds
512,Revelstoke,CA,50.98,-118.2,80.6,51,1,8.05,clear sky
513,Oktyabrskiy,RU,54.48,53.47,50.92,92,31,3.42,light rain
514,Cayenne,GF,4.93,-52.33,75.2,100,100,2.24,overcast clouds
515,Edd,ER,13.93,41.69,89.06,67,17,4.36,few clouds
516,Bandarbeyla,SO,9.49,50.81,74.5,76,100,28.9,overcast clouds
517,Lang Son,VN,21.83,106.73,79.12,84,77,5.08,light rain
518,Nicoya,CR,10.15,-85.45,80.6,88,100,3.36,overcast clouds
519,Kigoma,TZ,-4.88,29.63,73.78,54,100,2.28,overcast clouds
520,Klaksvik,FO,62.23,-6.59,53.6,100,99,1.12,fog
521,Starkville,US,33.45,-88.82,87.8,65,1,2.8,clear sky
522,Skjervoy,NO,70.03,20.97,50.2,71,100,35.19,light rain
523,Lampazos De Naranjo,MX,27.02,-100.52,94.37,30,0,9.08,clear sky
524,Bagotville,AU,-28.98,153.42,66.99,52,0,17.22,clear sky
525,Novoagansk,RU,61.94,76.66,52.59,89,91,4.97,overcast clouds
526,Dimitrovgrad,RU,54.21,49.62,55.4,100,90,13.42,light intensity shower rain
527,Moree,AU,-29.47,149.85,55.4,82,40,8.05,scattered clouds
528,Hervey Bay,AU,-25.3,152.85,66.2,48,0,8.05,clear sky
529,Chicla,PE,-11.71,-76.27,45.84,54,42,3.53,scattered clouds
530,Bintulu,MY,3.17,113.03,75.2,94,40,3.36,light rain
531,Manoel Urbano,BR,-8.84,-69.26,78.6,72,62,2.64,broken clouds
532,Monkey Bay,MW,-14.07,34.92,70.12,55,0,10.29,clear sky
533,Ancud,CL,-41.87,-73.82,45.0,93,90,5.82,overcast clouds
534,Sorkjosen,NO,69.8,20.93,47.17,72,100,30.0,light rain
535,Vitim,RU,59.45,112.56,56.44,51,7,11.65,clear sky
536,Henties Bay,NA,-22.12,14.28,50.0,87,0,1.01,clear sky
537,Ambon,ID,-3.7,128.18,82.0,83,40,8.05,light rain
538,Bowen,AU,-20.02,148.23,79.0,31,0,6.93,clear sky
539,Khonsa,IN,27.02,95.57,70.48,95,100,1.88,moderate rain
540,Havoysund,NO,71.0,24.66,42.8,87,100,25.28,light rain
541,Ganzhou,CN,28.82,115.43,86.83,66,0,5.21,clear sky
542,Muana,BR,-1.53,-49.22,78.89,82,74,7.63,broken clouds
543,Rio Do Sul,BR,-27.21,-49.64,66.0,97,100,1.57,light rain
544,Grand-Santi,GF,4.25,-54.38,77.16,83,100,3.06,overcast clouds
545,Tavda,RU,58.04,65.27,49.15,88,100,9.26,overcast clouds
546,Razole,IN,16.48,81.83,75.34,93,100,11.34,light rain
547,Korla,CN,41.76,86.15,77.0,75,53,5.91,broken clouds
548,Vestmannaeyjar,IS,63.44,-20.27,53.04,93,52,10.02,broken clouds
549,Matagami,CA,49.75,-77.63,75.2,47,1,14.99,clear sky
550,Ahuimanu,US,21.44,-157.84,89.6,66,40,13.87,scattered clouds
551,Balsas,BR,-7.53,-46.04,79.41,38,42,2.51,scattered clouds
552,Rocha,UY,-34.48,-54.33,44.69,60,0,10.58,clear sky
553,Loandjili,CG,-4.76,11.86,72.16,85,96,6.2,overcast clouds
554,Panorama,GR,40.59,23.03,75.99,73,20,2.24,few clouds
555,Touros,BR,-5.2,-35.46,73.4,94,40,2.24,scattered clouds
556,Issa,RU,53.87,44.86,47.44,87,0,9.31,clear sky
557,Bilma,NE,18.69,12.92,90.43,15,33,7.07,scattered clouds
558,Union De San Antonio,MX,21.1,-101.97,73.4,40,40,5.82,scattered clouds
559,Seoul,KR,37.57,126.98,80.6,88,75,8.05,broken clouds
560,Maragogi,BR,-9.01,-35.22,73.69,88,60,4.83,light rain
561,Shenjiamen,CN,29.96,122.3,82.47,82,0,16.22,clear sky
562,Puerto Carreno,CO,6.19,-67.49,79.92,85,100,1.59,moderate rain
563,Marsh Harbour,BS,26.54,-77.06,83.7,68,0,7.78,clear sky
564,Yanai,JP,33.97,132.12,84.2,66,20,4.7,few clouds
565,Volsk,RU,52.03,47.38,52.95,84,89,14.07,overcast clouds
566,Srednekolymsk,RU,67.45,153.68,44.44,86,100,8.16,overcast clouds
567,Charagua,BO,-19.8,-63.22,67.12,48,92,6.31,overcast clouds
568,Marzuq,YE,14.4,46.47,79.77,59,45,6.49,scattered clouds
569,Awbari,LY,26.59,12.78,78.98,24,0,8.43,clear sky
570,Floro,NO,61.6,5.03,59.0,93,12,3.36,few clouds
571,Atlantic City,US,39.36,-74.42,73.99,83,90,10.29,overcast clouds
572,Amli,IN,20.28,73.02,77.99,91,100,8.43,moderate rain
573,Satipo,PE,-11.25,-74.64,72.73,71,2,2.51,clear sky
574,Jiuquan,CN,39.74,98.52,70.72,33,100,9.51,overcast clouds
575,Pedasi,PA,7.53,-80.03,76.15,91,100,5.99,moderate rain
576,Smithfield,US,41.92,-71.55,66.99,93,90,11.41,overcast clouds
577,Casambalangan,PH,18.38,122.13,85.37,70,86,3.69,overcast clouds
578,Sakakah,SA,29.97,40.21,82.4,28,0,8.05,clear sky
579,Tigil,RU,57.8,158.67,67.15,52,1,5.57,clear sky
580,Akim Swedru,GH,5.89,-1.02,70.38,95,14,3.02,few clouds
581,Safaga,EG,26.73,33.94,89.6,25,0,12.75,clear sky
582,Jacksonville,US,30.33,-81.66,82.4,78,75,9.17,broken clouds
583,Nova Olimpia,BR,-14.8,-57.29,83.48,26,2,5.75,clear sky
584,Makakilo City,US,21.35,-158.09,91.4,46,75,9.17,broken clouds
585,Wicklow,IE,53.0,-6.42,60.8,93,90,4.7,mist
586,Pelym,RU,61.01,62.0,46.49,81,0,3.78,clear sky
587,Port Hedland,AU,-20.32,118.57,73.4,53,0,6.93,clear sky
588,Plouzane,FR,48.38,-4.62,59.0,100,90,6.93,overcast clouds
589,Honiara,SB,-9.43,159.95,86.0,66,20,6.93,few clouds
590,La Asuncion,VE,11.03,-63.86,84.2,79,3,17.22,clear sky
591,Yinchuan,CN,38.47,106.27,75.18,53,38,2.26,scattered clouds
592,Ketchikan,US,55.34,-131.65,59.0,100,90,10.29,light rain
593,Ozinki,RU,51.18,49.68,54.91,83,98,16.93,light rain
594,Batemans Bay,AU,-35.72,150.18,62.01,72,100,8.01,overcast clouds
595,Chivacoa,VE,10.16,-68.89,80.6,74,90,14.99,light rain
596,Pershotravneve,UA,51.39,28.87,54.16,79,0,2.91,clear sky
597,Ewa Beach,US,21.32,-158.01,91.4,46,75,9.17,broken clouds
598,Yatou,CN,37.15,122.38,81.54,87,97,13.02,overcast clouds
599,Stromness,GB,58.97,-3.3,53.6,93,74,4.7,broken clouds
600,Moses Lake,US,47.13,-119.28,95.0,15,1,6.93,clear sky
601,Gidrotorf,RU,56.47,43.54,41.0,100,0,5.64,fog
602,Cortez,US,37.35,-108.59,91.4,7,1,13.87,clear sky
603,Kapoeta,SS,4.77,33.59,74.14,79,100,5.1,moderate rain
604,Fairbanks,US,64.84,-147.72,70.0,52,90,10.29,overcast clouds
605,Khorramshahr,IR,30.44,48.17,82.4,30,0,4.7,clear sky
606,Clarence Town,AU,-32.58,151.78,64.99,55,0,27.51,clear sky
607,Owando,CG,-0.48,15.9,72.03,95,63,1.86,light rain
608,Erdaojiang,CN,41.78,126.03,75.79,72,100,2.51,overcast clouds
609,Balabac,PH,7.99,117.06,84.88,68,0,2.28,light rain
610,Kismayo,SO,-0.36,42.55,76.77,77,100,13.44,overcast clouds
611,Agdas,AZ,40.65,47.48,68.58,60,44,1.3,scattered clouds
612,Sinnamary,GF,5.38,-52.95,79.5,81,100,5.79,light rain
613,Cabra,ES,37.47,-4.44,69.01,59,0,2.46,clear sky
614,Mazyr,BY,52.05,29.25,55.33,77,0,4.07,clear sky
615,Ponta Delgada,PT,37.73,-25.67,73.4,83,40,10.29,scattered clouds
616,Palekh,RU,56.8,41.86,47.25,92,2,2.98,clear sky
617,Khon Kaen,TH,16.45,102.83,77.0,100,75,2.24,mist
618,Batagay-Alyta,RU,67.8,130.41,36.77,90,100,2.59,overcast clouds
619,Taltal,CL,-25.4,-70.48,52.14,74,2,4.43,clear sky
620,Nome,US,64.5,-165.41,64.99,93,40,8.05,mist
621,Belmonte,BR,-15.86,-38.88,73.4,88,40,8.05,scattered clouds
622,Dwarka,IN,22.24,68.97,82.78,82,100,18.1,overcast clouds
623,Iwanai,JP,42.97,140.51,78.15,65,100,4.83,overcast clouds
624,Trairi,BR,-3.28,-39.27,77.9,75,96,12.75,overcast clouds
625,Porto Velho,BR,-8.76,-63.9,84.2,66,0,2.24,clear sky
626,Alakurtti,RU,66.97,30.35,48.0,77,94,3.0,overcast clouds
627,Bismil,TR,37.85,40.67,77.0,56,0,4.7,clear sky
628,Huinan,CN,42.62,126.26,75.11,78,100,3.11,overcast clouds
629,Fethiye,TR,36.62,29.12,75.2,57,0,1.12,clear sky
630,Naryan-Mar,RU,67.67,53.09,48.4,71,100,15.1,overcast clouds
631,Tabuk,PH,17.42,121.44,81.66,76,15,3.04,light rain
632,Nara,JP,34.69,135.8,95.0,62,20,2.24,few clouds
633,Ilebo,CD,-4.32,20.58,75.52,73,69,2.24,light rain
634,Povenets,RU,62.85,34.83,58.53,94,93,9.06,overcast clouds
635,Houma,US,29.6,-90.72,79.0,88,1,4.83,clear sky
636,Tomari,RU,47.77,142.07,59.4,92,100,4.36,overcast clouds
637,Namibe,AO,-15.2,12.15,59.74,88,10,6.6,clear sky
638,Gazli,UZ,40.13,63.45,77.81,31,3,12.86,clear sky
639,Sayansk,RU,54.11,102.16,59.81,55,0,4.88,clear sky
640,Santiago De Cao,PE,-7.96,-79.24,60.1,88,84,10.78,broken clouds
641,Khor,RU,47.89,134.95,68.72,83,41,14.81,light rain
642,Beinamar,TD,8.67,15.38,71.71,95,100,4.47,overcast clouds
643,Baymak,RU,52.59,58.32,49.55,86,45,2.68,scattered clouds
644,Pozo Colorado,PY,-23.49,-58.8,62.38,74,0,6.6,clear sky
645,Praya,CV,14.92,-23.51,78.8,83,20,6.93,few clouds
646,Kemijarvi,FI,66.71,27.43,50.43,65,57,6.73,broken clouds
647,Bangassou,CF,4.74,22.82,69.75,97,100,1.3,light rain
648,Bajil,YE,15.06,43.29,87.64,61,70,4.97,broken clouds
649,Choix,MX,26.71,-108.32,88.86,59,10,5.77,clear sky
650,Mercedes,AR,-34.65,-59.43,48.0,25,0,1.99,clear sky
651,Veinticinco De Mayo,AR,-35.43,-60.17,39.0,49,0,3.0,clear sky
652,Aklavik,CA,68.22,-135.01,50.0,81,75,8.05,broken clouds
653,Kaspiyskiy,RU,45.39,47.37,62.85,45,0,8.68,clear sky
654,Palu,ID,-0.89,119.87,83.71,64,100,1.48,overcast clouds
655,Hibbing,US,47.43,-92.94,69.8,60,1,4.7,clear sky
656,Tual,ID,-5.67,132.75,79.23,82,47,20.56,scattered clouds
657,Deputatskiy,RU,69.3,139.9,35.26,85,100,10.76,overcast clouds
658,Puerto Escondido,MX,15.85,-97.07,80.6,69,75,4.34,broken clouds
659,Napier,NZ,-39.48,176.92,50.27,59,99,6.29,overcast clouds
660,Jijiga,ET,9.35,42.8,63.7,76,79,17.11,broken clouds
661,Buala,SB,-8.14,159.59,84.54,66,0,0.72,clear sky
